nh,clust,agric_equipment_code,Member_own_any_equipment
6,4125,31,2
6,4125,41,2
6,4125,42,2
6,4125,51,2
6,4125,61,2
6,4125,62,2
6,4125,63,2
6,4125,64,2
6,4125,65,1
8,4125,21,2
8,4125,22,2
8,4125,31,2
8,4125,41,2
8,4125,42,2
8,4125,51,2
8,4125,61,2
8,4125,62,2
8,4125,63,2
8,4125,64,2
8,4125,65,1
9,4125,21,2
9,4125,22,2
9,4125,31,2
9,4125,41,2
9,4125,42,2
9,4125,51,2
9,4125,61,2
9,4125,62,2
9,4125,63,2
9,4125,64,2
9,4125,65,1
10,4125,21,2
10,4125,22,2
10,4125,31,2
10,4125,41,2
10,4125,42,2
10,4125,51,2
10,4125,61,2
10,4125,62,2
10,4125,63,2
10,4125,64,2
10,4125,65,1
11,4125,21,2
11,4125,22,2
11,4125,31,2
11,4125,41,2
11,4125,42,2
11,4125,51,2
11,4125,61,2
11,4125,62,2
11,4125,63,2
11,4125,64,2
11,4125,65,1
12,4125,21,2
12,4125,22,2
12,4125,31,2
12,4125,41,2
12,4125,42,2
12,4125,51,2
12,4125,61,2
12,4125,62,2
12,4125,63,2
12,4125,64,2
12,4125,65,1
13,4125,21,2
13,4125,22,2
13,4125,31,2
13,4125,42,2
13,4125,51,2
13,4125,61,2
13,4125,62,2
13,4125,63,2
13,4125,64,2
13,4125,65,1
14,4125,21,2
14,4125,22,2
14,4125,31,2
14,4125,41,2
14,4125,42,2
14,4125,51,2
14,4125,61,2
14,4125,62,2
14,4125,63,2
14,4125,64,2
14,4125,65,1
16,4125,21,2
16,4125,22,2
16,4125,31,2
16,4125,41,2
16,4125,42,2
16,4125,51,2
16,4125,61,2
16,4125,62,2
16,4125,63,2
16,4125,64,2
16,4125,65,1
17,4125,21,2
17,4125,22,2
17,4125,31,2
17,4125,41,2
17,4125,42,2
17,4125,51,2
17,4125,61,2
17,4125,62,2
17,4125,63,2
17,4125,64,2
17,4125,65,1
19,4125,21,2
19,4125,22,2
19,4125,31,2
19,4125,41,2
19,4125,42,2
19,4125,51,2
19,4125,61,2
19,4125,62,2
19,4125,63,2
19,4125,64,2
19,4125,65,1
20,4125,21,2
20,4125,22,2
20,4125,31,2
20,4125,41,2
20,4125,42,2
20,4125,51,2
20,4125,61,2
20,4125,62,2
20,4125,63,2
20,4125,64,2
20,4125,65,1
1,4129,21,2
1,4129,22,2
1,4129,31,2
1,4129,42,2
1,4129,51,2
1,4129,61,2
1,4129,62,2
1,4129,63,2
1,4129,65,1
2,4129,21,2
2,4129,22,2
2,4129,31,2
2,4129,41,2
2,4129,42,2
2,4129,51,2
2,4129,61,2
2,4129,62,2
2,4129,63,2
2,4129,64,1
3,4129,21,2
3,4129,22,2
3,4129,31,2
3,4129,41,2
3,4129,42,2
3,4129,51,2
3,4129,61,2
3,4129,62,2
3,4129,63,2
3,4129,64,2
3,4129,65,1
4,4129,21,2
4,4129,22,2
4,4129,31,2
4,4129,41,2
4,4129,42,2
4,4129,51,2
4,4129,61,2
4,4129,62,2
4,4129,63,2
4,4129,64,2
4,4129,65,1
5,4129,21,2
5,4129,22,2
5,4129,31,2
5,4129,41,2
5,4129,42,2
5,4129,51,2
5,4129,61,2
5,4129,62,2
5,4129,63,2
5,4129,64,2
5,4129,65,1
6,4129,21,2
6,4129,22,2
6,4129,31,2
6,4129,41,2
6,4129,42,2
6,4129,51,2
6,4129,61,2
6,4129,62,2
6,4129,63,2
6,4129,64,2
6,4129,65,1
7,4129,21,2
7,4129,22,2
7,4129,31,2
7,4129,41,2
7,4129,42,2
7,4129,51,2
7,4129,61,2
7,4129,62,2
7,4129,63,2
7,4129,64,2
7,4129,65,1
8,4129,21,2
8,4129,22,2
8,4129,31,2
8,4129,41,2
8,4129,42,2
8,4129,51,2
8,4129,61,2
8,4129,62,2
8,4129,63,2
8,4129,64,2
8,4129,65,1
9,4129,21,2
9,4129,22,2
9,4129,31,2
9,4129,41,2
9,4129,42,2
9,4129,51,2
9,4129,61,2
9,4129,62,2
9,4129,63,2
9,4129,64,2
9,4129,65,1
10,4129,21,2
10,4129,22,2
10,4129,31,2
10,4129,41,2
10,4129,42,2
10,4129,51,2
10,4129,61,2
10,4129,62,2
10,4129,63,2
10,4129,64,2
10,4129,65,1
11,4129,21,2
11,4129,22,2
11,4129,31,2
11,4129,41,2
11,4129,42,2
11,4129,51,2
11,4129,61,2
11,4129,62,2
11,4129,63,2
11,4129,64,2
11,4129,65,1
12,4129,21,2
12,4129,22,2
12,4129,31,2
12,4129,41,2
12,4129,42,2
12,4129,51,2
12,4129,61,2
12,4129,62,2
12,4129,63,2
12,4129,64,2
12,4129,65,1
13,4129,21,2
13,4129,22,2
13,4129,31,2
13,4129,41,2
13,4129,42,2
13,4129,51,2
13,4129,61,2
13,4129,62,2
13,4129,63,2
13,4129,64,2
13,4129,65,1
14,4129,21,2
14,4129,22,2
14,4129,31,2
14,4129,41,2
14,4129,42,2
14,4129,51,2
14,4129,61,2
14,4129,62,2
14,4129,63,2
14,4129,64,2
14,4129,65,1
15,4129,21,2
15,4129,22,2
15,4129,31,2
15,4129,41,2
15,4129,42,2
15,4129,51,2
15,4129,61,2
15,4129,62,2
15,4129,63,2
15,4129,64,2
15,4129,65,1
16,4129,21,2
16,4129,22,2
16,4129,31,2
16,4129,41,2
16,4129,42,2
16,4129,51,2
16,4129,61,2
16,4129,62,2
16,4129,63,2
16,4129,64,2
16,4129,65,1
17,4129,21,2
17,4129,22,2
17,4129,31,2
17,4129,41,2
17,4129,42,2
17,4129,51,1
17,4129,61,2
17,4129,62,2
17,4129,63,2
17,4129,64,2
17,4129,65,1
18,4129,21,2
18,4129,22,2
18,4129,31,2
18,4129,41,2
18,4129,42,2
18,4129,51,2
18,4129,61,2
18,4129,62,2
18,4129,63,2
18,4129,64,2
18,4129,65,1
19,4129,21,2
19,4129,22,2
19,4129,31,2
19,4129,41,2
19,4129,42,2
19,4129,51,2
19,4129,61,2
19,4129,62,2
19,4129,63,2
19,4129,64,2
19,4129,65,1
20,4129,21,2
20,4129,22,2
20,4129,31,2
20,4129,41,2
20,4129,42,2
20,4129,51,2
20,4129,61,2
20,4129,62,2
20,4129,63,2
20,4129,64,2
20,4129,65,1
6,4139,21,2
6,4139,22,2
6,4139,31,2
6,4139,41,2
6,4139,42,2
6,4139,51,2
6,4139,61,2
6,4139,62,2
6,4139,63,2
6,4139,64,2
6,4139,65,1
10,4142,21,2
10,4142,22,2
10,4142,31,2
10,4142,41,2
10,4142,42,2
10,4142,51,2
10,4142,61,2
10,4142,62,2
10,4142,63,2
10,4142,64,2
10,4142,65,1
1,4152,21,1
1,4152,22,2
1,4152,31,2
1,4152,41,2
1,4152,42,2
1,4152,51,2
1,4152,61,2
1,4152,62,2
1,4152,63,2
1,4152,64,2
1,4152,65,2
8,4152,21,2
8,4152,22,2
8,4152,31,2
8,4152,41,2
8,4152,42,2
8,4152,51,1
8,4152,61,2
8,4152,62,2
8,4152,63,2
8,4152,64,2
8,4152,65,2
1,4155,21,2
1,4155,22,2
1,4155,31,2
1,4155,41,2
1,4155,42,2
1,4155,51,1
1,4155,61,2
1,4155,62,2
1,4155,63,2
1,4155,64,2
1,4155,65,1
4,4155,21,2
4,4155,22,2
4,4155,31,2
4,4155,41,2
4,4155,42,2
4,4155,51,2
4,4155,61,2
4,4155,62,2
4,4155,63,2
4,4155,64,2
4,4155,65,1
7,4155,21,2
7,4155,22,2
7,4155,31,2
7,4155,41,2
7,4155,42,2
7,4155,51,2
7,4155,61,2
7,4155,62,2
7,4155,63,2
7,4155,64,2
7,4155,65,1
9,4155,21,2
9,4155,22,2
9,4155,31,2
9,4155,41,2
9,4155,42,2
9,4155,51,2
9,4155,61,2
9,4155,62,2
9,4155,63,2
9,4155,64,2
9,4155,65,1
12,4155,21,2
12,4155,22,2
12,4155,31,2
12,4155,41,2
12,4155,42,2
12,4155,51,2
12,4155,61,2
12,4155,62,2
12,4155,63,2
12,4155,64,2
12,4155,65,1
15,4155,21,2
15,4155,22,2
15,4155,31,2
15,4155,41,2
15,4155,42,2
15,4155,51,2
15,4155,61,2
15,4155,62,2
15,4155,63,2
15,4155,64,2
15,4155,65,1
16,4155,21,2
16,4155,22,2
16,4155,31,2
16,4155,41,2
16,4155,42,2
16,4155,51,2
16,4155,61,2
16,4155,62,2
16,4155,63,2
16,4155,64,2
16,4155,65,1
19,4155,21,2
19,4155,22,2
19,4155,31,2
19,4155,41,2
19,4155,42,2
19,4155,51,2
19,4155,61,2
19,4155,62,2
19,4155,63,2
19,4155,64,2
19,4155,65,1
20,4155,21,2
20,4155,22,2
20,4155,31,2
20,4155,41,2
20,4155,42,2
20,4155,51,2
20,4155,61,2
20,4155,62,2
20,4155,63,2
20,4155,64,2
20,4155,65,2
17,4165,21,2
17,4165,22,2
17,4165,31,2
17,4165,41,2
17,4165,42,2
17,4165,51,2
17,4165,61,2
17,4165,62,1
17,4165,63,2
17,4165,64,2
17,4165,65,2
10,4179,21,2
10,4179,22,2
10,4179,31,2
10,4179,42,2
10,4179,51,2
10,4179,61,2
10,4179,63,2
10,4179,64,2
10,4179,65,1
12,4179,21,2
12,4179,22,2
12,4179,31,2
12,4179,41,2
12,4179,42,2
12,4179,51,2
12,4179,61,2
12,4179,62,2
12,4179,63,2
12,4179,64,2
12,4179,65,1
14,4179,21,2
14,4179,22,2
14,4179,31,2
14,4179,41,2
14,4179,42,2
14,4179,51,2
14,4179,61,2
14,4179,62,2
14,4179,63,2
14,4179,64,2
14,4179,65,1
16,4179,21,2
16,4179,22,2
16,4179,31,2
16,4179,41,2
16,4179,42,2
16,4179,51,2
16,4179,61,2
16,4179,62,2
16,4179,63,2
16,4179,64,2
16,4179,65,1
9,4182,21,2
9,4182,22,2
9,4182,31,2
9,4182,41,2
9,4182,42,2
9,4182,51,2
9,4182,61,2
9,4182,63,2
9,4182,64,2
9,4182,65,1
13,4182,21,2
13,4182,22,2
13,4182,31,2
13,4182,41,2
13,4182,42,2
13,4182,51,2
13,4182,61,2
13,4182,62,2
13,4182,63,1
13,4182,64,2
13,4182,65,2
15,4182,21,2
15,4182,22,2
15,4182,31,2
15,4182,41,2
15,4182,42,2
15,4182,51,2
15,4182,61,2
15,4182,62,1
15,4182,63,1
15,4182,64,2
15,4182,65,2
1,4189,21,2
1,4189,22,2
1,4189,31,2
1,4189,41,2
1,4189,42,2
1,4189,51,2
1,4189,61,2
1,4189,62,2
1,4189,63,2
1,4189,64,2
1,4189,65,1
2,4189,21,2
2,4189,22,2
2,4189,31,2
2,4189,41,2
2,4189,42,2
2,4189,51,2
2,4189,61,2
2,4189,62,1
2,4189,63,1
2,4189,64,2
2,4189,65,1
3,4189,21,2
3,4189,22,2
3,4189,31,2
3,4189,41,2
3,4189,42,2
3,4189,51,2
3,4189,61,2
3,4189,62,2
3,4189,63,2
3,4189,64,2
3,4189,65,1
4,4189,21,2
4,4189,22,2
4,4189,31,2
4,4189,41,2
4,4189,42,2
4,4189,51,2
4,4189,61,2
4,4189,62,2
4,4189,63,1
4,4189,64,2
4,4189,65,2
5,4189,21,2
5,4189,22,2
5,4189,31,2
5,4189,41,2
5,4189,42,2
5,4189,51,2
5,4189,61,2
5,4189,62,2
5,4189,63,1
5,4189,64,2
5,4189,65,1
6,4189,21,2
6,4189,22,2
6,4189,31,2
6,4189,41,2
6,4189,42,2
6,4189,51,2
6,4189,61,1
6,4189,62,1
6,4189,63,1
6,4189,64,2
6,4189,65,1
7,4189,21,2
7,4189,22,2
7,4189,31,2
7,4189,41,2
7,4189,42,2
7,4189,51,2
7,4189,61,2
7,4189,62,1
7,4189,63,1
7,4189,64,2
7,4189,65,1
11,4189,21,2
11,4189,22,2
11,4189,31,2
11,4189,41,2
11,4189,42,2
11,4189,51,2
11,4189,61,2
11,4189,62,2
11,4189,63,2
11,4189,64,2
11,4189,65,1
12,4189,21,2
12,4189,22,2
12,4189,31,2
12,4189,41,2
12,4189,42,2
12,4189,51,2
12,4189,61,2
12,4189,62,1
12,4189,63,1
12,4189,64,2
12,4189,65,2
15,4189,21,2
15,4189,22,2
15,4189,31,2
15,4189,41,2
15,4189,42,2
15,4189,51,2
15,4189,61,1
15,4189,62,1
15,4189,63,1
15,4189,64,2
15,4189,65,2
18,4189,21,2
18,4189,22,2
18,4189,31,2
18,4189,41,2
18,4189,42,2
18,4189,51,2
18,4189,61,2
18,4189,62,2
18,4189,63,2
18,4189,64,2
18,4189,65,1
1,4192,21,2
1,4192,22,2
1,4192,31,2
1,4192,41,2
1,4192,42,2
1,4192,51,2
1,4192,61,2
1,4192,62,2
1,4192,63,2
1,4192,64,2
1,4192,65,1
2,4192,21,2
2,4192,22,2
2,4192,31,2
2,4192,41,2
2,4192,42,2
2,4192,51,2
2,4192,61,2
2,4192,62,2
2,4192,63,2
2,4192,64,2
2,4192,65,1
3,4192,21,2
3,4192,22,2
3,4192,31,2
3,4192,41,2
3,4192,42,2
3,4192,51,2
3,4192,61,2
3,4192,62,2
3,4192,63,2
3,4192,64,2
3,4192,65,1
4,4192,21,2
4,4192,22,2
4,4192,31,2
4,4192,41,2
4,4192,42,2
4,4192,51,2
4,4192,61,2
4,4192,62,2
4,4192,63,2
4,4192,64,2
4,4192,65,1
5,4192,21,2
5,4192,22,2
5,4192,31,2
5,4192,41,2
5,4192,42,2
5,4192,51,2
5,4192,61,2
5,4192,62,2
5,4192,63,2
5,4192,64,2
5,4192,65,1
7,4192,21,2
7,4192,22,2
7,4192,31,2
7,4192,41,2
7,4192,42,2
7,4192,51,2
7,4192,61,2
7,4192,62,2
7,4192,63,2
7,4192,64,2
7,4192,65,1
8,4192,21,2
8,4192,22,2
8,4192,31,2
8,4192,41,2
8,4192,42,2
8,4192,51,2
8,4192,61,2
8,4192,62,2
8,4192,63,2
8,4192,64,2
8,4192,65,1
9,4192,21,2
9,4192,22,2
9,4192,31,2
9,4192,41,2
9,4192,42,2
9,4192,51,2
9,4192,61,2
9,4192,62,2
9,4192,63,2
9,4192,64,2
9,4192,65,1
10,4192,21,2
10,4192,22,2
10,4192,31,2
10,4192,41,2
10,4192,42,2
10,4192,51,2
10,4192,61,2
10,4192,62,2
10,4192,63,2
10,4192,64,2
10,4192,65,1
11,4192,21,2
11,4192,22,2
11,4192,31,2
11,4192,41,2
11,4192,42,2
11,4192,51,2
11,4192,61,2
11,4192,62,2
11,4192,63,2
11,4192,64,2
11,4192,65,1
12,4192,21,2
12,4192,22,2
12,4192,31,2
12,4192,41,2
12,4192,42,2
12,4192,51,2
12,4192,61,2
12,4192,62,2
12,4192,63,2
12,4192,64,2
12,4192,65,1
13,4192,21,2
13,4192,22,2
13,4192,31,2
13,4192,41,2
13,4192,42,2
13,4192,51,2
13,4192,61,2
13,4192,62,2
13,4192,63,2
13,4192,64,2
13,4192,65,1
14,4192,21,2
14,4192,22,2
14,4192,31,2
14,4192,41,2
14,4192,42,2
14,4192,51,2
14,4192,61,2
14,4192,62,2
14,4192,63,2
14,4192,64,2
14,4192,65,1
15,4192,21,2
15,4192,22,2
15,4192,31,2
15,4192,41,2
15,4192,42,2
15,4192,51,2
15,4192,61,2
15,4192,62,2
15,4192,63,2
15,4192,64,2
15,4192,65,1
16,4192,21,2
16,4192,22,2
16,4192,31,2
16,4192,41,2
16,4192,42,2
16,4192,51,2
16,4192,61,2
16,4192,62,2
16,4192,63,2
16,4192,64,2
16,4192,65,1
17,4192,21,2
17,4192,22,2
17,4192,31,2
17,4192,41,2
17,4192,42,2
17,4192,51,2
17,4192,61,2
17,4192,62,2
17,4192,63,2
17,4192,64,2
17,4192,65,1
18,4192,21,2
18,4192,22,2
18,4192,31,2
18,4192,41,2
18,4192,42,2
18,4192,51,2
18,4192,61,2
18,4192,62,2
18,4192,63,2
18,4192,64,2
18,4192,65,1
19,4192,21,2
19,4192,22,2
19,4192,31,2
19,4192,41,2
19,4192,42,2
19,4192,51,2
19,4192,61,2
19,4192,62,2
19,4192,63,2
19,4192,64,2
19,4192,65,1
1,4199,21,2
1,4199,22,2
1,4199,31,2
1,4199,41,2
1,4199,42,2
1,4199,51,2
1,4199,61,2
1,4199,62,2
1,4199,63,2
1,4199,64,2
1,4199,65,1
3,4199,21,2
3,4199,22,2
3,4199,31,2
3,4199,41,2
3,4199,42,2
3,4199,51,2
3,4199,61,2
3,4199,62,2
3,4199,63,2
3,4199,64,2
3,4199,65,1
5,4199,21,2
5,4199,22,2
5,4199,31,2
5,4199,41,2
5,4199,42,2
5,4199,51,2
5,4199,61,2
5,4199,62,2
5,4199,63,2
5,4199,64,2
5,4199,65,1
6,4199,21,2
6,4199,22,2
6,4199,31,2
6,4199,41,2
6,4199,42,2
6,4199,51,2
6,4199,61,2
6,4199,62,2
6,4199,63,2
6,4199,64,2
6,4199,65,1
7,4199,21,2
7,4199,22,2
7,4199,31,2
7,4199,41,2
7,4199,42,2
7,4199,51,2
7,4199,61,2
7,4199,62,2
7,4199,63,2
7,4199,64,2
7,4199,65,1
8,4199,21,2
8,4199,22,2
8,4199,31,2
8,4199,41,2
8,4199,42,2
8,4199,51,2
8,4199,61,2
8,4199,62,2
8,4199,63,2
8,4199,64,2
8,4199,65,1
2,4202,21,2
2,4202,22,2
2,4202,31,2
2,4202,41,2
2,4202,42,2
2,4202,51,2
2,4202,61,2
2,4202,62,2
2,4202,63,2
2,4202,64,2
2,4202,65,1
4,4202,21,2
4,4202,22,2
4,4202,31,2
4,4202,41,2
4,4202,42,2
4,4202,51,2
4,4202,61,2
4,4202,62,2
4,4202,63,2
4,4202,64,2
4,4202,65,1
5,4202,21,2
5,4202,22,2
5,4202,31,2
5,4202,41,2
5,4202,42,2
5,4202,51,2
5,4202,61,2
5,4202,62,2
5,4202,63,2
5,4202,64,2
5,4202,65,1
6,4202,21,2
6,4202,22,2
6,4202,31,2
6,4202,41,2
6,4202,42,2
6,4202,51,2
6,4202,61,2
6,4202,62,2
6,4202,63,2
6,4202,64,2
6,4202,65,1
9,4202,21,2
9,4202,22,2
9,4202,31,2
9,4202,41,2
9,4202,42,2
9,4202,51,2
9,4202,61,2
9,4202,62,2
9,4202,63,2
9,4202,64,2
9,4202,65,1
11,4202,21,2
11,4202,22,2
11,4202,31,2
11,4202,41,2
11,4202,42,2
11,4202,51,2
11,4202,61,2
11,4202,62,2
11,4202,63,2
11,4202,64,2
11,4202,65,1
17,4202,21,2
17,4202,22,2
17,4202,31,2
17,4202,41,2
17,4202,42,2
17,4202,51,2
17,4202,61,2
17,4202,62,2
17,4202,63,2
17,4202,64,2
17,4202,65,1
1,4205,21,2
1,4205,22,2
1,4205,31,2
1,4205,41,2
1,4205,42,2
1,4205,51,2
1,4205,62,2
1,4205,63,2
1,4205,64,2
1,4205,65,1
3,4205,21,2
3,4205,22,2
3,4205,31,2
3,4205,41,2
3,4205,42,2
3,4205,51,2
3,4205,61,2
3,4205,62,2
3,4205,63,2
3,4205,64,2
3,4205,65,1
4,4205,21,2
4,4205,22,2
4,4205,31,2
4,4205,41,2
4,4205,42,2
4,4205,51,2
4,4205,61,2
4,4205,62,2
4,4205,63,2
4,4205,64,2
4,4205,65,1
5,4205,21,2
5,4205,22,2
5,4205,31,2
5,4205,41,2
5,4205,42,2
5,4205,51,2
5,4205,61,2
5,4205,62,2
5,4205,63,2
5,4205,64,2
5,4205,65,1
6,4205,21,2
6,4205,22,2
6,4205,31,2
6,4205,41,2
6,4205,42,2
6,4205,51,2
6,4205,61,2
6,4205,62,2
6,4205,63,2
6,4205,64,2
6,4205,65,1
7,4205,21,2
7,4205,22,2
7,4205,31,2
7,4205,41,2
7,4205,42,2
7,4205,51,2
7,4205,61,2
7,4205,62,2
7,4205,63,2
7,4205,64,2
7,4205,65,1
8,4205,21,2
8,4205,22,2
8,4205,31,2
8,4205,41,2
8,4205,42,2
8,4205,51,2
8,4205,61,2
8,4205,62,2
8,4205,63,2
8,4205,64,2
8,4205,65,1
9,4205,21,2
9,4205,22,2
9,4205,31,2
9,4205,41,2
9,4205,42,2
9,4205,51,2
9,4205,61,2
9,4205,62,2
9,4205,63,2
9,4205,64,2
9,4205,65,1
10,4205,21,2
10,4205,22,2
10,4205,31,2
10,4205,41,2
10,4205,42,2
10,4205,51,2
10,4205,61,2
10,4205,62,2
10,4205,63,2
10,4205,64,2
10,4205,65,1
11,4205,21,2
11,4205,22,2
11,4205,31,2
11,4205,41,2
11,4205,42,2
11,4205,51,2
11,4205,61,2
11,4205,62,2
11,4205,63,2
11,4205,64,2
11,4205,65,1
12,4205,21,2
12,4205,22,2
12,4205,31,2
12,4205,41,2
12,4205,42,2
12,4205,51,2
12,4205,61,2
12,4205,62,2
12,4205,63,2
12,4205,64,2
12,4205,65,1
13,4205,21,2
13,4205,22,2
13,4205,31,2
13,4205,41,2
13,4205,42,2
13,4205,51,2
13,4205,61,2
13,4205,62,2
13,4205,63,2
13,4205,64,2
13,4205,65,1
14,4205,21,2
14,4205,22,2
14,4205,31,2
14,4205,41,2
14,4205,42,2
14,4205,51,2
14,4205,61,2
14,4205,62,2
14,4205,63,2
14,4205,64,2
14,4205,65,1
15,4205,21,2
15,4205,22,2
15,4205,31,2
15,4205,41,2
15,4205,42,2
15,4205,51,2
15,4205,61,2
15,4205,62,2
15,4205,63,2
15,4205,64,2
15,4205,65,1
16,4205,21,2
16,4205,22,2
16,4205,31,2
16,4205,41,2
16,4205,42,2
16,4205,51,2
16,4205,61,2
16,4205,62,2
16,4205,63,2
16,4205,64,2
16,4205,65,1
17,4205,21,2
17,4205,22,2
17,4205,31,2
17,4205,41,2
17,4205,42,2
17,4205,51,2
17,4205,61,2
17,4205,62,2
17,4205,63,2
17,4205,64,2
17,4205,65,1
18,4205,21,2
18,4205,22,2
18,4205,31,2
18,4205,41,2
18,4205,42,2
18,4205,51,2
18,4205,61,2
18,4205,62,2
18,4205,63,2
18,4205,64,2
18,4205,65,1
20,4205,21,2
20,4205,22,2
20,4205,31,2
20,4205,41,2
20,4205,42,2
20,4205,51,2
20,4205,61,2
20,4205,62,2
20,4205,63,2
20,4205,64,2
20,4205,65,1
1,4209,21,2
1,4209,22,2
1,4209,31,2
1,4209,41,2
1,4209,42,2
1,4209,51,2
1,4209,61,1
1,4209,63,1
1,4209,64,2
1,4209,65,2
12,4209,21,2
12,4209,22,2
12,4209,31,2
12,4209,41,2
12,4209,42,2
12,4209,51,2
12,4209,61,1
12,4209,62,1
12,4209,63,1
12,4209,64,2
12,4209,65,2
19,4209,21,2
19,4209,22,2
19,4209,31,2
19,4209,41,2
19,4209,42,2
19,4209,51,2
19,4209,61,1
19,4209,62,2
19,4209,63,1
19,4209,64,2
19,4209,65,2
17,4322,21,2
17,4322,22,2
17,4322,31,2
17,4322,41,2
17,4322,42,2
17,4322,51,2
17,4322,61,1
17,4322,62,1
17,4322,63,1
17,4322,64,2
17,4322,65,1
2,4332,21,2
2,4332,22,2
2,4332,31,2
2,4332,41,2
2,4332,42,2
2,4332,51,2
2,4332,61,2
2,4332,62,2
2,4332,63,2
2,4332,64,2
2,4332,65,1
5,4345,21,2
5,4345,22,2
5,4345,31,2
5,4345,41,2
5,4345,42,2
5,4345,51,2
5,4345,61,2
5,4345,62,2
5,4345,63,1
5,4345,64,2
5,4345,65,2
7,4345,21,2
7,4345,22,2
7,4345,31,2
7,4345,41,2
7,4345,42,2
7,4345,51,2
7,4345,61,2
7,4345,62,2
7,4345,63,2
7,4345,64,2
7,4345,65,1
8,4345,21,2
8,4345,22,2
8,4345,31,2
8,4345,41,2
8,4345,42,2
8,4345,51,2
8,4345,61,2
8,4345,62,2
8,4345,63,2
8,4345,64,2
8,4345,65,1
10,4345,21,2
10,4345,22,2
10,4345,31,2
10,4345,41,2
10,4345,42,2
10,4345,51,2
10,4345,61,2
10,4345,62,2
10,4345,63,1
10,4345,64,2
10,4345,65,1
11,4345,21,2
11,4345,22,2
11,4345,31,2
11,4345,41,2
11,4345,42,2
11,4345,51,2
11,4345,61,2
11,4345,62,2
11,4345,63,1
11,4345,64,2
11,4345,65,2
12,4345,21,2
12,4345,22,2
12,4345,31,2
12,4345,41,2
12,4345,42,2
12,4345,51,2
12,4345,61,2
12,4345,62,2
12,4345,63,2
12,4345,64,2
12,4345,65,1
13,4345,21,2
13,4345,22,2
13,4345,31,2
13,4345,41,2
13,4345,42,2
13,4345,51,2
13,4345,61,2
13,4345,62,1
13,4345,63,1
13,4345,65,1
15,4345,21,2
15,4345,22,2
15,4345,31,2
15,4345,41,2
15,4345,42,2
15,4345,51,2
15,4345,61,2
15,4345,62,1
15,4345,63,1
15,4345,64,2
15,4345,65,2
17,4345,21,2
17,4345,22,2
17,4345,31,2
17,4345,41,2
17,4345,42,2
17,4345,51,2
17,4345,61,2
17,4345,62,1
17,4345,63,1
17,4345,64,2
17,4345,65,2
18,4345,21,2
18,4345,22,2
18,4345,31,2
18,4345,41,2
18,4345,42,2
18,4345,51,2
18,4345,61,2
18,4345,62,1
18,4345,63,1
18,4345,64,2
18,4345,65,1
20,4345,21,2
20,4345,22,2
20,4345,31,2
20,4345,41,2
20,4345,42,2
20,4345,51,2
20,4345,61,2
20,4345,62,1
20,4345,63,1
20,4345,64,2
20,4345,65,1
20,4355,21,2
20,4355,22,2
20,4355,31,2
20,4355,41,2
20,4355,42,2
20,4355,51,1
20,4355,61,2
20,4355,62,2
20,4355,63,2
20,4355,64,2
20,4355,65,2
4,4359,21,2
4,4359,22,2
4,4359,31,2
4,4359,41,2
4,4359,42,2
4,4359,51,1
4,4359,61,2
4,4359,62,2
4,4359,63,2
4,4359,64,2
4,4359,65,2
17,4359,21,2
17,4359,22,2
17,4359,31,2
17,4359,41,2
17,4359,42,2
17,4359,51,1
17,4359,61,2
17,4359,62,2
17,4359,63,2
17,4359,64,2
17,4359,65,2
19,4359,21,2
19,4359,22,2
19,4359,31,2
19,4359,41,2
19,4359,42,2
19,4359,51,1
19,4359,61,2
19,4359,62,2
19,4359,63,2
19,4359,64,2
19,4359,65,2
20,4359,21,2
20,4359,22,2
20,4359,31,2
20,4359,41,2
20,4359,42,2
20,4359,51,1
20,4359,61,2
20,4359,62,2
20,4359,63,2
20,4359,64,2
20,4359,65,2
1,4365,21,2
1,4365,22,2
1,4365,31,2
1,4365,41,2
1,4365,42,2
1,4365,51,1
1,4365,61,2
1,4365,62,2
1,4365,63,2
1,4365,64,2
1,4365,65,2
10,4365,21,2
10,4365,22,2
10,4365,31,2
10,4365,41,2
10,4365,42,2
10,4365,51,1
10,4365,61,2
10,4365,62,2
10,4365,63,2
10,4365,64,2
10,4365,65,2
11,4365,21,2
11,4365,22,2
11,4365,31,2
11,4365,41,2
11,4365,42,2
11,4365,51,2
11,4365,61,2
11,4365,62,2
11,4365,63,1
11,4365,64,2
11,4365,65,2
16,4365,21,2
16,4365,22,2
16,4365,31,2
16,4365,41,2
16,4365,42,2
16,4365,51,1
16,4365,61,2
16,4365,62,2
16,4365,63,2
16,4365,64,2
16,4365,65,2
3,4375,21,2
3,4375,22,2
3,4375,31,2
3,4375,41,2
3,4375,42,2
3,4375,51,1
3,4375,61,2
3,4375,62,2
3,4375,63,2
3,4375,64,2
3,4375,65,2
12,4375,21,2
12,4375,22,2
12,4375,31,2
12,4375,41,2
12,4375,42,2
12,4375,51,1
12,4375,61,2
12,4375,62,2
12,4375,63,2
12,4375,64,2
12,4375,65,2
13,4375,21,2
13,4375,22,2
13,4375,31,2
13,4375,41,2
13,4375,42,2
13,4375,51,1
13,4375,61,2
13,4375,62,2
13,4375,63,2
13,4375,64,2
13,4375,65,2
19,4375,21,2
19,4375,22,2
19,4375,31,2
19,4375,41,2
19,4375,42,2
19,4375,51,1
19,4375,61,2
19,4375,62,2
19,4375,63,2
19,4375,64,2
19,4375,65,2
1,4379,21,2
1,4379,22,2
